Administrative,ProductRelated,ProductRelated_Duration,SpecialDay,Weekend,Revenue
0,4,253,0.6,0,0
0,4,0,0.4,0,0
0,1,0,0.8,0,0
2,25,436.5,0.2,0,0
0,30,1045.833333,0.2,0,0
0,12,317.8333333,0,1,0
0,21,1146.333333,0.8,0,0
0,11,577,0.2,0,0
0,8,95,0,0,0
0,6,301.5,0,0,0
0,6,243,0,0,0
0,4,135.5,0.6,0,0
0,14,442.3333333,0.8,0,0
0,3,41,0,0,0
0,11,292.9,0,0,0
0,1,0,0,0,0
0,9,1238.333333,0.4,0,0
0,10,225.4666667,0.4,0,0
4,51,1873.216667,0.6,0,0
0,3,13,0,0,0
0,2,222,0,1,0
2,16,214.8333333,0,0,0
0,1,0,0,0,0
0,6,2017.166667,0.8,0,0
6,26,449.0277778,0.6,0,0
0,6,158.1666667,0,0,0
0,9,303.6666667,0,0,0
0,3,25,0,0,0
0,2,42,0.4,0,0
4,14,1003.416667,0.2,0,0
0,1,0,0,0,0
0,9,272.5,0.2,0,0
3,8,344,0,0,0
0,1,0,0,0,0
0,10,852,0,0,0
0,3,780,0.4,0,0
0,3,1038,0,0,0
0,4,573,0,0,0
0,28,1231.233333,0,0,0
0,11,316.6666667,0.8,0,0
0,20,873.7365079,0,0,0
0,1,0,0.4,0,0
0,4,16,0,0,0
0,19,615,0.2,0,0
0,9,261.75,0,0,0
0,21,615.8831169,0,1,0
0,1,0,0,1,0
0,6,117.5,0.8,1,0
0,1,0,0,0,0
0,1,0,0,0,0
0,23,501.6666667,0.6,0,0
2,31,829.1666667,0,1,0
1,23,1223,0,1,0
0,6,467,0.4,0,0
0,23,737.1666667,0.6,0,0
0,12,129,0,0,0
0,5,63,0,0,0
0,5,125,0,0,0
0,11,684.3333333,0,0,0
0,20,665.4722222,0.8,1,0
1,15,487.5,0.8,1,0
0,17,437.1666667,0,0,0
0,3,55,0.6,0,0
0,1,0,0.8,1,0
5,24,446.9277778,1,1,0
3,10,320.5,0,0,0
0,7,666,0,0,0
1,21,405.7095238,0,0,0
0,1,0,0,0,0
0,6,163.25,0.6,0,0
0,17,284.25,0,1,0
0,1,0,0.6,0,0
0,1,0,0,0,0
0,8,260,0.8,1,0
0,5,279.8571429,0,0,0
0,20,927.45,0,0,0
2,50,836.8,0,0,0
10,96,3283.166739,0,1,0
9,49,1868.819697,0,0,1
3,68,3008.124108,0,0,0
0,2,0,0,0,0
3,24,3230.25,0,0,0
3,9,319,0,0,0
0,3,42,0,0,0
0,22,354.3333333,0,1,0
0,98,3556.61241,0,0,0
2,67,2563.783333,0,0,1
3,13,3014.018519,0,0,0
0,17,840.2333333,0,0,1
3,55,1970.844805,0,1,1
1,50,2867,0,1,1
0,5,43,0,1,0
5,13,284.5,0,0,0
0,3,133.5,0,0,0
1,12,297.6666667,0,0,0
3,16,453.75,0,0,0
1,16,1331.75,0,0,1
2,5,558.5,0,1,0
3,4,145.8333333,0,0,0
0,8,731,0,0,0
2,4,188,0,0,0
0,14,565.3333333,0,0,0
0,2,50,0,0,0
4,7,591,0,1,0
2,10,281,0,0,0
2,18,483.8333333,0,0,0
2,4,42,0,0,0
0,35,1192.386111,0,0,0
0,12,198,0,0,0
0,3,15,0,0,0
2,14,643,0,0,1
0,5,23,0,0,0
0,4,14,0,0,0
1,6,210.5,0,0,0
1,28,1529.30467,0,0,0
0,2,19,0,1,0
5,37,1599.083333,0,0,0
0,9,102.5,0,0,0
0,16,2337,0,0,1
0,19,1883.5,0,0,0
2,50,1245.3,0,1,0
6,22,1674.583333,0,0,0
0,9,132,0,1,0
1,50,1434.255128,0,1,0
2,18,367.25,0,1,0
3,7,148.5,0,0,0
3,29,1482.210784,0,1,0
6,34,1048.492063,0,1,0
0,9,478,0,1,0
0,16,980.25,0,0,0
8,51,1124.693074,0,0,0
2,22,353.1666667,0,0,0
1,18,1489.083333,0,0,0
0,28,2389.333333,0,1,0
0,7,753,0,0,0
0,31,688.1666667,0,0,0
0,14,811,0,0,0
1,9,415.25,0,0,0
16,32,908.013456,0,0,1
1,71,2753.378571,0,1,0
2,46,2452.582143,0,1,0
0,18,5188.5,0,0,0
0,2,0,0,0,0
0,5,57,0,0,0
0,2,8,0,1,0
4,19,1430.659091,0,0,0
1,2,20,0,0,0
5,4,1373.75,0,0,0
0,45,844.25,0,0,0
0,7,188,0,0,0
3,14,527.375,0,1,0
0,1,0,0,0,0
1,29,1916.761905,0,1,1
0,9,116.3333333,0,0,0
0,30,397,0,0,0
0,63,5220.083333,0,1,1
0,20,219.3333333,0,0,0
0,5,74,0,0,0
0,15,1559.6,0,0,0
0,6,236.5,0,1,0
1,14,348.6666667,0,1,0
0,1,0,0,0,0
1,13,224.5,0,0,0
4,42,601.7666667,0,0,0
0,5,75.5,0,1,0
0,2,153,0,0,0
4,10,197.2,0,1,1
0,18,3658.5,0,0,0
0,5,1162.5,0,0,0
0,32,556.6,0,0,0
0,3,41,0,1,0
0,11,300.0714286,0,1,1
13,36,1626.625433,0,0,0
0,6,69.25,0,0,0
2,10,1169.1,0,0,0
0,8,402,0,0,0
0,1,0,0,0,0
0,35,3324.333333,0,0,0
11,87,3037.499952,0,0,0
0,4,59,0,0,0
1,51,1059.253472,0,0,0
2,7,720,0,0,0
0,40,905.4856061,0,0,0
0,1,0,0,1,0
2,14,603.6666667,0,0,1
0,13,328.9166667,0,0,1
0,33,778.8166667,0,0,0
4,22,851.5595238,0,0,0
0,1,0,0,0,0
0,3,227.5,0,0,0
5,17,528.9,0,1,0
0,15,872.8333333,0,1,0
0,2,0,0,0,0
0,35,835.0666667,0,0,0
0,4,82.5,0,0,0
0,1,13,0,0,0
0,2,9,0,1,0
0,2,7,0,0,0
0,12,94.5,0,0,0
5,23,267.3,0,1,0
0,29,3312.5,0,0,0
0,3,75,0,1,0
2,10,75,0,0,0
0,27,1547.5,0,0,0
7,35,1276.157071,0,0,0
3,54,2631.1,0,0,0
0,2,96,0,0,0
2,3,1370,0,0,0
2,5,97,0,0,0
1,46,1380.166667,0,0,0
1,23,1483.6,0,0,1
0,5,156,0,0,0
0,10,240.75,0,0,0
2,37,1238.5,0,0,0
6,68,2524.719048,0,0,0
4,4,54,0,0,0
2,2,35,0,0,0
0,15,175.9166667,0,1,0
3,11,263.6,0,0,0
2,7,101.8,0,0,0
0,1,0,0,0,0
3,55,1042.242857,0,0,0
1,21,613.6666667,0,0,0
4,64,1588.944444,0,0,0
0,75,4105.666667,0,0,0
1,14,269.5,0,0,0
1,8,1236.2,0,0,0
0,49,1384.016667,0,0,0
0,4,52,0,0,0
1,29,664.75,0,0,0
0,7,64,0,0,0
0,1,0,0,0,0
0,8,326.5,0,0,0
0,25,1690.977778,0,0,0
0,1,0,0,0,0
4,3,178.75,0,0,0
0,12,407,0,0,0
6,39,1513.566667,0,0,0
3,24,832.0909091,0,0,0
1,12,250.8333333,0,1,0
2,15,565.6666667,0,0,0
0,10,194,0,0,0
8,19,298,0,1,0
9,55,1743.066667,0,0,0
3,27,655.9166667,0,0,0
0,30,1992.833333,0,0,1
0,3,0,0,0,0
0,24,308.8635531,0,0,0
3,46,2749.666667,0,0,0
0,1,0,0,0,0
0,25,812,0,0,0
0,12,166,0,1,0
1,4,65,0,0,0
4,46,2450.688095,0,0,0
0,10,226.8333333,0,1,0
3,9,341,0,0,1
0,13,226,0,1,0
1,111,3510.879903,0,0,0
5,2,6,0,0,0
2,27,559.4,0,1,0
8,33,1109.883333,0,0,0
0,5,239,0,0,0
2,7,212.1666667,0,1,0
1,81,2820.952419,0,0,0
0,6,44,0,0,0
0,8,781,0,0,0
4,14,175.6666667,0,0,0
3,25,397.8846154,0,1,0
0,25,770.0285714,0,0,0
2,22,1034.975,0,0,1
0,2,12,0,0,0
0,3,8,0,0,0
1,22,399.8,0,0,0
0,1,0,0,0,0
9,61,2258.430586,0,0,0
0,2,254,0,0,0
0,7,67,0,0,0
0,4,57,0,0,0
0,12,240.4166667,0,0,0
0,8,551.1666667,0,0,0
6,47,1532.2,0,0,1
0,7,379.5,0,0,0
1,14,548.1857143,0,1,0
3,31,1735.301587,0,0,0
0,3,103,0,1,0
7,44,1406.1,0,0,0
3,8,331.4,0,0,0
1,88,1759.275703,0,0,0
0,1,0,0,0,0
7,31,1204.600433,0,0,1
2,39,1743.366667,0,0,1
0,10,236,0,0,0
5,17,427.0833333,0,0,0
3,46,909.522619,0,0,0
4,14,702.9166667,0,0,0
0,40,962.3333333,0,0,0
4,2,159,0,0,0
0,2,24,0,0,0
8,30,1569.625,0,1,1
3,15,424.8333333,0,0,0
0,16,154.8333333,0,0,0
2,37,758.4428571,0,1,0
4,11,305.875,0,1,0
3,2,62,0,1,0
1,15,656.25,0,1,0
0,29,617.5,0,0,0
0,15,245,0,1,1
0,3,20,0,1,0
0,1,0,0,1,0
0,2,22,0,0,0
1,55,872.4,0,1,0
0,1,0,0,0,0
0,38,1372,0,0,0
2,7,139,0,1,0
4,149,5042.458059,0,0,1
0,5,288.5,0,1,0
0,2,0,0,1,0
0,6,192,0,0,0
0,27,954.6666667,0,0,0
0,1,0,0,0,0
2,13,429,0,0,0
0,41,1546.5,0,1,0
2,9,96.46666667,0,0,0
2,9,198.8333333,0,1,0
0,8,181,0,1,0
2,15,208.5,0,1,0
0,21,517.4238095,0,0,0
0,12,358.0666667,0,0,0
1,22,339.25,0,0,0
3,13,796,0,0,0
0,31,1759.416667,0,1,0
2,19,3277,0,0,0
0,13,265.1666667,0,0,0
5,13,437.2,0,0,0
0,6,92,0,0,0
3,0,0,0,1,0
3,23,1266.267677,0,0,0
3,2,19,0,0,0
6,47,1882.113409,0,0,0
1,12,616.4,0,1,0
0,5,155,0,0,0
0,11,814.5,0,0,0
0,21,460.4166667,0,0,0
0,5,819.5,0,1,0
1,30,659.2,0,1,0
0,5,427,0,1,0
0,1,0,0,0,0
0,17,766.5,0,1,1
0,1,0,0,0,0
0,14,2425,0,0,0
7,11,416.5,0,1,0
0,15,638.6428571,0,0,0
0,8,445,0,1,0
0,4,81,0,0,0
0,20,1985,0,0,0
5,24,758.1444444,0,1,0
7,15,310.9,0,0,0
3,15,482,0,0,0
0,2,0,0,0,0
3,30,709.8333333,0,1,0
0,31,4547.166667,0,0,0
0,9,1040,0,0,0
0,3,223,0,0,0
0,11,687.5,0,1,0
0,30,632.5833333,0,0,0
1,9,312,0,1,0
3,45,2502.966667,0,1,0
10,47,3608.9,0,0,0
13,15,406.575,0,0,0
0,1,0,0,0,0
1,39,2487.5,0,0,0
0,15,212.8,0,0,0
2,20,510,0,0,0
0,1,0,0,0,0
2,5,72.33333333,0,0,0
0,13,96.5,0,0,0
0,8,267,0,0,0
0,8,481.1666667,0,0,0
0,4,2528,0,1,0
2,24,1530.194444,0,0,0
0,7,289.5,0,1,0
0,1,10,0,1,0
0,16,676.75,0,0,0
0,4,36,0,0,0
2,6,65,0,1,0
0,16,630.75,0,1,0
8,14,336.5,0,1,0
0,5,77,0,1,0
5,3,44.66666667,0,1,0
4,22,3410.875,0,0,0
0,10,322.5,0,0,0
0,11,919,0,0,0
18,79,2096.911364,0,0,0
4,66,2868.133333,0,0,1
1,27,1058.893939,0,0,0
6,5,54.38095238,0,1,0
2,11,543.5,0,0,0
0,29,1089,0,0,0
1,43,1131.808333,0,0,0
0,7,314.5,0,0,0
14,258,11301.20416,0,0,1
6,33,1946.942857,0,0,0
0,1,0,0,0,0
6,26,1558,0,1,0
0,21,1198.75,0,0,0
0,1,0,0,0,0
0,17,927.1666667,0,0,0
9,37,584.5958874,0,1,0
0,4,135.5,0,0,0
3,8,292.5,0,1,0
0,2,68.5,0,0,0
3,23,364.1666667,0,0,0
0,26,694.3,0,1,0
1,3,236,0,1,0
4,24,1128.468254,0,0,0
4,5,81,0,0,0
2,21,521.5,0,1,0
0,7,496.75,0,0,0
0,9,104.8333333,0,0,0
1,4,45,0,0,0
2,2,492.5,0,0,0
1,40,624.75,0,0,0
0,1,0,0,0,0
0,6,116.5,0,1,0
0,8,144,0,1,0
2,28,686.3222222,0,0,0
0,1,1411,0,0,0
0,7,126,0,0,0
0,6,185,0,0,0
0,6,218,0,0,0
0,1,0,0,0,0
0,30,484.672619,0,0,0
0,19,439.8333333,0,0,0
2,21,733.7,0,1,0
6,34,1469.702381,0,0,0
2,16,485.8333333,0,1,0
0,3,19,0,1,0
6,5,345.5,0,0,0
3,20,543.8,0,0,0
0,3,48,0,0,0
2,22,343.3690476,0,0,0
0,9,171,0,0,0
12,61,2202.579167,0,0,0
0,11,299.5,0,0,0
0,1,0,0,0,0
0,11,1056.5,0,0,0
4,46,627.3083333,0,0,0
4,33,583.8333333,0,1,0
0,7,221.5,0,0,0
0,44,441.7916667,0,0,0
7,37,1037.355013,0,0,0
3,11,246,0,0,0
0,3,10,0,0,0
0,1,46,0,0,0
0,80,801.802381,0,0,0
1,40,1361.166667,0,1,0
0,5,53,0,1,0
1,17,2648.5,0,0,0
0,3,27,0,0,0
0,13,255,0,1,0
0,2,221.5,0,1,0
0,7,225,0,0,0
0,7,125,0,0,0
0,12,323,0,1,0
5,32,1929.329762,0,0,0
12,96,4233.4807,0,1,0
0,5,116,0,0,0
0,2,0,0,1,0
3,27,1585.666667,0,1,0
6,13,644,0,0,0
0,5,488.5,0,0,0
0,25,1235.65,0,1,0
1,37,1505.166667,0,0,0
0,7,495,0,0,0
4,21,270,0,0,0
0,2,0,0,0,0
4,13,293,0,0,0
0,51,2122.656061,0,0,1
0,35,1231.160256,0,0,0
0,1,0,0,0,0
0,17,341.6666667,0,0,0
0,1,0,0,0,0
0,21,1686.333333,0,0,0
5,3,212,0,0,0
1,34,2161.979365,0,0,0
9,17,318.0730159,0,0,0
0,1,13,0,0,0
0,30,390.6666667,0,0,0
0,11,253,0,0,0
1,12,208,0,0,0
6,62,1470.853037,0,1,0
6,83,2585.61835,0,0,1
3,13,400.3333333,0,0,0
3,10,808.5,0,1,1
0,12,1484,0,0,0
0,4,505,0,0,0
3,37,1121.205556,0,1,0
1,2,141,0,0,0
0,3,234,0,1,0
1,7,179,0,0,1
6,41,2720.671429,0,1,1
16,173,6255.017866,0,0,0
6,48,2309.732468,0,0,1
4,39,1936.55,0,0,0
3,17,694,0,1,1
0,11,125,0,0,0
8,10,195.5,0,0,0
1,27,1400.5,0,0,0
8,18,914.1666667,0,0,0
13,88,5958.071931,0,0,0
4,31,270.4916667,0,0,0
3,24,463.8166667,0,0,1
0,16,371.5,0,0,0
0,6,13,0,0,0
1,5,185.8333333,0,0,0
2,16,502.8333333,0,1,0
0,3,1016.5,0,0,0
1,16,253,0,0,0
0,17,887.0666667,0,0,0
0,58,3200.366667,0,0,0
3,48,1769.697383,0,0,0
0,14,1037.5,0,0,0
4,40,1694.75,0,0,0
0,37,1643.435516,0,1,1
0,7,383.5,0,0,0
8,23,626.2213675,0,0,0
0,4,34,0,0,0
0,27,1070.461905,0,0,1
0,1,0,0,0,0
2,3,195,0,0,0
3,22,1187.833333,0,1,0
17,31,1021.619336,0,0,1
3,6,58,0,0,0
0,18,771.0833333,0,0,0
8,19,291.2589744,0,0,0
0,15,695.4,0,0,0
2,3,21,0,0,0
0,45,1594.283333,0,1,1
3,12,343.5833333,0,0,0
2,81,2241.002381,0,0,0
0,2,5,0,1,0
0,2,63,0,0,0
2,21,825.0833333,0,0,1
0,54,1357.61783,0,1,0
5,37,836.3333333,0,0,0
6,19,1409.416667,0,0,0
0,10,60.5,0,0,0
2,10,420,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,9,389,0,1,0
2,15,449.5,0,0,0
4,8,202.1666667,0,1,0
0,2,17,0,0,0
0,12,689.2857143,0,1,0
5,31,2013.595238,0,0,1
0,17,933.4166667,0,0,0
2,19,371.2272727,0,0,0
3,8,306,0,1,0
2,21,719.7380952,0,0,0
0,1,0,0,0,0
0,2,56,0,0,0
3,20,302.3888889,0,0,0
0,19,491.6666667,0,1,0
5,13,922.0833333,0,0,0
2,20,667.9166667,0,0,0
2,13,181.5,0,0,0
1,14,512.1111111,0,1,0
1,15,317,0,1,0
0,17,85.66666667,0,0,0
0,8,128.5,0,0,0
6,7,78.83333333,0,0,0
2,57,851.6426534,0,1,1
3,58,1400.438961,0,0,0
0,6,84,0,0,0
0,12,167.2222222,0,1,0
0,12,396.5,0,0,0
0,2,22,0,1,0
0,5,371,0,0,0
0,46,1814.583333,0,0,0
0,4,30.5,0,0,0
0,27,644,0,0,0
8,27,1802.25,0,1,0
2,23,855.1666667,0,0,0
1,24,879.9090909,0,0,1
5,56,1432.223333,0,1,1
7,111,2524.501905,0,1,0
3,45,1545.5,0,1,1
8,44,1616.425824,0,0,0
0,8,332,0,1,0
0,1,40,0,0,0
5,20,2224.85,0,0,0
6,28,672.5452381,0,0,1
0,6,551,0,0,0
19,64,3179.354257,0,0,1
0,10,203,0,0,0
4,9,368.2,0,1,0
7,26,694.7121212,0,0,0
5,10,657.2619048,0,0,0
0,7,974.6666667,0,0,0
1,43,1223.347222,0,0,0
0,10,276,0,0,0
0,6,1108,0,0,0
0,7,223,0,0,0
0,3,261,0,0,0
0,21,1372.7,0,0,0
2,14,964.5,0,0,0
3,38,461.5,0,0,0
0,4,41,0,0,0
1,2,8,0,0,0
0,1,0,0,0,0
0,7,39.25,0,0,0
4,69,5485.105556,0,1,1
0,8,450,0,1,0
0,1,0,0,0,0
0,20,438.3333333,0,0,0
1,15,787,0,0,0
0,1,0,0,0,0
0,6,319,0,1,0
0,15,1148,0,0,0
2,21,534.5,0,1,0
0,20,644.4,0,0,0
0,14,875,0,1,0
2,7,873,0,0,0
3,31,3121.369048,0,1,0
0,82,3214.020563,0,0,1
0,3,14,0,0,0
1,52,1551.666667,0,0,0
2,13,334.5,0,0,0
2,48,3726.333333,0,1,0
5,59,2816.781781,0,0,0
0,38,667.1666667,0,1,0
1,41,1202.904762,0,0,0
0,3,0,0,0,0
0,20,1117.333333,0,0,0
0,9,211,0,0,0
3,29,705.4,0,0,0
3,3,5.333333333,0,0,0
1,7,525,0,0,0
0,13,635.3333333,0,0,0
0,50,1803.768849,0,1,1
3,37,2419.133333,0,0,0
6,28,952.2857143,0,0,1
7,14,249,0,1,0
1,13,271,0,1,0
5,15,650.6961927,0,0,0
2,17,481.6666667,0,0,0
0,7,258.5,0,0,0
0,14,510.5,0,0,1
0,16,600.75,0,0,0
6,49,2302.021242,0,0,1
2,26,1636.016667,0,0,0
0,16,519.75,0,0,0
0,1,0,0,0,0
0,11,673,0,0,0
0,4,173.5,0,1,0
0,16,156.5333333,0,0,0
0,21,574.5333333,0,0,0
2,17,548.3333333,0,0,0
15,109,6682.677557,0,0,0
2,51,1671.375,0,1,0
0,11,1390.166667,0,1,0
6,83,2503.881781,0,0,1
7,24,520.6666667,0,1,0
0,1,0,0,0,0
2,19,423.8166667,0,0,0
0,11,1114.916667,0,0,0
11,71,1678.905125,0,1,0
0,29,438.8666667,0,1,0
3,23,505.5833333,0,0,1
0,9,76,0,0,0
0,7,203.5,0,1,0
4,28,818.7916667,0,0,0
4,17,490,0,0,1
0,12,645.9166667,0,0,0
0,8,142,0,0,0
0,6,25,0,0,0
2,16,672.5,0,1,0
9,35,1090.490476,0,1,0
0,3,30,0,0,0
0,13,244.1666667,0,0,0
0,13,129.5,0,0,0
4,22,1734.780952,0,1,0
3,6,145,0,0,0
2,16,1106.333333,0,0,0
1,17,684.9166667,0,1,0
9,62,3120.211102,0,0,0
0,12,1178.666667,0,0,0
0,3,58,0,0,0
10,287,12983.78771,0,0,0
0,6,139,0,0,0
2,6,558,0,0,0
3,53,893.5111111,0,1,1
0,5,26.5,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
1,15,708.5333333,0,0,0
0,8,244,0,0,0
2,6,130,0,1,0
3,41,1282.5,0,0,0
7,42,1981.016667,0,1,1
0,8,186.5,0,1,0
0,6,119,0,1,0
0,22,1310.5,0,0,1
0,4,1111,0,0,0
6,18,1066.5,0,0,0
3,4,110.5,0,1,0
2,5,36,0,0,0
0,22,850.5333333,0,0,0
0,3,16,0,0,0
1,5,49,0,0,0
0,10,214.25,0,0,0
0,3,0,0,0,0
0,7,141.8333333,0,0,0
0,5,143.5,0,0,0
0,51,5818.916667,0,0,0
2,30,1461.666667,0,0,0
0,13,123,0,0,0
5,66,2049.458471,0,1,0
1,11,271.7166667,0,1,0
4,36,1279.166667,0,0,0
0,4,0,0,0,0
0,4,70.5,0,0,0
5,12,231.1818182,0,1,0
3,36,1567.966667,0,1,0
7,8,119.3333333,0,1,0
2,15,605.8857143,0,1,0
5,35,502.547619,0,0,1
3,27,808.7,0,1,0
0,3,58,0,0,0
3,19,494.5,0,1,0
0,6,203.15,0,0,0
5,63,1656.316667,0,1,0
0,32,1420.25,0,0,0
8,26,721,0,0,0
4,27,1433.916667,0,0,1
4,17,478.8333333,0,0,0
0,7,182,0,1,0
9,35,1974.352381,0,0,0
4,12,223.5833333,0,0,0
0,15,817.4166667,0,0,0
7,17,750.1666667,0,0,0
0,2,13,0,1,0
8,52,4699.277778,0,0,1
7,42,1030.266667,0,0,0
5,35,776.0190476,0,0,0
0,3,558,0,0,0
4,27,520.3333333,0,1,0
0,8,349.5,0,0,1
2,31,754.5,0,1,0
0,13,305,0,0,0
0,21,399.8511905,0,0,0
1,6,74,0,0,0
6,21,696.6666667,0,1,1
0,3,59,0,0,0
0,3,50,0,0,0
5,84,2756.215152,0,1,0
0,12,425.1666667,0,0,0
0,78,1781.69697,0,0,0
3,7,296.1666667,0,0,0
0,1,0,0,1,0
5,36,1792.8,0,0,0
0,1,0,0,0,0
8,24,515.5757576,0,1,0
3,35,1334.551371,0,1,0
0,6,64,0,0,0
1,31,624.5833333,0,1,0
9,41,1284.663492,0,0,0
0,10,316.5,0,1,1
0,22,925.8333333,0,0,0
0,7,97,0,0,0
1,1,28,0,0,0
9,40,633.4,0,0,0
1,5,436.5,0,1,0
9,137,3909.36829,0,0,0
3,3,24,0,0,0
2,18,915.1666667,0,0,0
3,5,137.3333333,0,1,0
0,5,95,0,0,0
0,1,0,0,0,0
0,24,778.1666667,0,0,0
1,47,1842.95,0,0,0
0,27,1206,0,0,0
0,9,324.5,0,0,0
5,38,1054.944444,0,1,0
0,12,402.1666667,0,0,0
1,5,388,0,1,1
0,1,0,0,0,0
3,16,352,0,0,0
0,11,194,0,0,0
0,15,751.8,0,0,0
0,9,465.5,0,0,0
0,25,585,0,0,0
0,10,253.5,0,1,1
3,4,46.5,0,0,0
3,43,3065.945238,0,1,1
11,57,2099.930554,0,0,0
0,2,30,0,1,0
0,3,52,0,1,0
4,4,158.5,0,0,0
4,1,0,0,0,0
0,9,250.5,0,1,0
4,66,3960.646154,0,0,0
0,9,280,0,0,0
0,13,281.547619,0,1,0
1,13,2004.5,0,1,0
12,53,967.210697,0,0,0
0,6,100,0,1,0
10,6,73.21428571,0,0,0
4,20,789.35,0,0,0
0,30,1281,0,0,0
4,20,1115.266667,0,0,0
0,1,0,0,0,0
2,18,341.2916667,0,1,0
6,113,3000.666667,0,0,0
6,29,1715.687897,0,0,0
0,8,607,0,0,0
0,2,31,0,0,0
0,16,1027.657143,0,0,0
0,1,0,0,0,0
0,8,196.5,0,0,0
4,30,2284.687302,0,0,0
13,49,1503.490909,0,0,0
0,1,0,0,0,0
3,12,271.3333333,0,0,0
0,6,97.33333333,0,1,0
0,5,161.3333333,0,0,0
0,7,67,0,0,0
0,34,1006.257576,0,0,0
4,22,869.9,0,0,1
4,19,479.8666667,0,0,0
5,7,229.5,0,0,0
0,1,0,0,1,0
0,20,606,0,0,0
11,39,881.4416667,0,0,0
0,1,0,0,1,0
3,8,371.6666667,0,0,0
0,1,0,0,0,0
3,43,2798.07381,0,0,0
5,4,12,0,1,0
0,42,1185.666667,0,0,0
0,2,60,0,0,0
8,89,6770.274267,0,0,0
0,5,337.25,0,0,0
0,13,323.9166667,0,0,1
5,17,1142.816919,0,0,0
0,1,0,0,0,0
0,4,148.5,0,1,0
3,11,207,0,0,0
0,2,11,0,0,0
0,6,53,0,1,0
2,9,354,0,0,0
3,10,277.1428571,0,1,0
2,17,411.625,0,0,0
0,16,392.1428571,0,0,0
1,68,3135.517677,0,0,0
14,55,1127.288305,0,0,0
0,25,954.4702381,0,1,0
0,33,3506.166667,0,1,0
0,19,370.3809524,0,0,0
5,3,50,0,0,0
4,9,139.25,0,0,0
4,15,270.5,0,0,0
0,9,321,0,0,0
0,1,0,0,0,0
4,3,64.75,0,0,0
0,4,26.5,0,1,0
0,14,927.2777778,0,0,0
0,7,141.1666667,0,0,0
11,90,7221,0,0,1
0,12,218.5,0,0,0
