ProductRelated_Duration,SpecialDay,Weekend,Revenue
265.1666667,0,0,0
437.2,0,0,0
92,0,0,0
0,0,1,0
1266.267677,0,0,0
19,0,0,0
1882.113409,0,0,0
616.4,0,1,0
155,0,0,0
814.5,0,0,0
460.4166667,0,0,0
819.5,0,1,0
659.2,0,1,0
427,0,1,0
0,0,0,0
766.5,0,1,1
0,0,0,0
2425,0,0,0
416.5,0,1,0
638.6428571,0,0,0
445,0,1,0
81,0,0,0
1985,0,0,0
758.1444444,0,1,0
310.9,0,0,0
482,0,0,0
0,0,0,0
709.8333333,0,1,0
4547.166667,0,0,0
1040,0,0,0
223,0,0,0
687.5,0,1,0
632.5833333,0,0,0
312,0,1,0
2502.966667,0,1,0
3608.9,0,0,0
406.575,0,0,0
0,0,0,0
2487.5,0,0,0
212.8,0,0,0
510,0,0,0
0,0,0,0
72.33333333,0,0,0
96.5,0,0,0
267,0,0,0
481.1666667,0,0,0
2528,0,1,0
1530.194444,0,0,0
289.5,0,1,0
10,0,1,0
676.75,0,0,0
36,0,0,0
65,0,1,0
630.75,0,1,0
336.5,0,1,0
77,0,1,0
44.66666667,0,1,0
3410.875,0,0,0
322.5,0,0,0
919,0,0,0
2096.911364,0,0,0
2868.133333,0,0,1
1058.893939,0,0,0
54.38095238,0,1,0
543.5,0,0,0
1089,0,0,0
1131.808333,0,0,0
314.5,0,0,0
11301.20416,0,0,1
1946.942857,0,0,0
0,0,0,0
1558,0,1,0
1198.75,0,0,0
0,0,0,0
927.1666667,0,0,0
584.5958874,0,1,0
135.5,0,0,0
292.5,0,1,0
68.5,0,0,0
364.1666667,0,0,0
694.3,0,1,0
236,0,1,0
1128.468254,0,0,0
81,0,0,0
521.5,0,1,0
496.75,0,0,0
104.8333333,0,0,0
45,0,0,0
492.5,0,0,0
624.75,0,0,0
0,0,0,0
116.5,0,1,0
144,0,1,0
686.3222222,0,0,0
1411,0,0,0
126,0,0,0
185,0,0,0
218,0,0,0
0,0,0,0
484.672619,0,0,0
439.8333333,0,0,0
733.7,0,1,0
1469.702381,0,0,0
485.8333333,0,1,0
19,0,1,0
345.5,0,0,0
543.8,0,0,0
48,0,0,0
343.3690476,0,0,0
171,0,0,0
2202.579167,0,0,0
299.5,0,0,0
0,0,0,0
1056.5,0,0,0
627.3083333,0,0,0
583.8333333,0,1,0
221.5,0,0,0
441.7916667,0,0,0
1037.355013,0,0,0
246,0,0,0
10,0,0,0
46,0,0,0
801.802381,0,0,0
1361.166667,0,1,0
53,0,1,0
2648.5,0,0,0
27,0,0,0
255,0,1,0
221.5,0,1,0
225,0,0,0
125,0,0,0
323,0,1,0
1929.329762,0,0,0
4233.4807,0,1,0
116,0,0,0
0,0,1,0
1585.666667,0,1,0
644,0,0,0
488.5,0,0,0
1235.65,0,1,0
1505.166667,0,0,0
495,0,0,0
270,0,0,0
0,0,0,0
293,0,0,0
2122.656061,0,0,1
1231.160256,0,0,0
0,0,0,0
341.6666667,0,0,0
0,0,0,0
1686.333333,0,0,0
212,0,0,0
2161.979365,0,0,0
318.0730159,0,0,0
13,0,0,0
390.6666667,0,0,0
253,0,0,0
208,0,0,0
1470.853037,0,1,0
2585.61835,0,0,1
400.3333333,0,0,0
808.5,0,1,1
1484,0,0,0
505,0,0,0
1121.205556,0,1,0
141,0,0,0
234,0,1,0
179,0,0,1
2720.671429,0,1,1
6255.017866,0,0,0
2309.732468,0,0,1
1936.55,0,0,0
694,0,1,1
125,0,0,0
195.5,0,0,0
1400.5,0,0,0
914.1666667,0,0,0
5958.071931,0,0,0
270.4916667,0,0,0
463.8166667,0,0,1
371.5,0,0,0
13,0,0,0
185.8333333,0,0,0
502.8333333,0,1,0
1016.5,0,0,0
253,0,0,0
887.0666667,0,0,0
3200.366667,0,0,0
1769.697383,0,0,0
1037.5,0,0,0
1694.75,0,0,0
1643.435516,0,1,1
383.5,0,0,0
626.2213675,0,0,0
34,0,0,0
1070.461905,0,0,1
0,0,0,0
195,0,0,0
1187.833333,0,1,0
1021.619336,0,0,1
58,0,0,0
771.0833333,0,0,0
291.2589744,0,0,0
695.4,0,0,0
21,0,0,0
1594.283333,0,1,1
343.5833333,0,0,0
2241.002381,0,0,0
5,0,1,0
63,0,0,0
825.0833333,0,0,1
1357.61783,0,1,0
836.3333333,0,0,0
1409.416667,0,0,0
60.5,0,0,0
420,0,0,0
0,0,0,0
0,0,0,0
389,0,1,0
449.5,0,0,0
202.1666667,0,1,0
17,0,0,0
689.2857143,0,1,0
2013.595238,0,0,1
933.4166667,0,0,0
371.2272727,0,0,0
306,0,1,0
719.7380952,0,0,0
0,0,0,0
56,0,0,0
302.3888889,0,0,0
491.6666667,0,1,0
922.0833333,0,0,0
667.9166667,0,0,0
181.5,0,0,0
512.1111111,0,1,0
317,0,1,0
85.66666667,0,0,0
128.5,0,0,0
78.83333333,0,0,0
851.6426534,0,1,1
1400.438961,0,0,0
84,0,0,0
167.2222222,0,1,0
396.5,0,0,0
22,0,1,0
371,0,0,0
1814.583333,0,0,0
30.5,0,0,0
644,0,0,0
1802.25,0,1,0
855.1666667,0,0,0
879.9090909,0,0,1
1432.223333,0,1,1
2524.501905,0,1,0
1545.5,0,1,1
1616.425824,0,0,0
332,0,1,0
40,0,0,0
2224.85,0,0,0
672.5452381,0,0,1
551,0,0,0
3179.354257,0,0,1
203,0,0,0
368.2,0,1,0
694.7121212,0,0,0
657.2619048,0,0,0
974.6666667,0,0,0
1223.347222,0,0,0
276,0,0,0
1108,0,0,0
223,0,0,0
261,0,0,0
1372.7,0,0,0
964.5,0,0,0
461.5,0,0,0
41,0,0,0
8,0,0,0
0,0,0,0
39.25,0,0,0
5485.105556,0,1,1
450,0,1,0
0,0,0,0
438.3333333,0,0,0
787,0,0,0
0,0,0,0
319,0,1,0
1148,0,0,0
534.5,0,1,0
644.4,0,0,0
875,0,1,0
873,0,0,0
3121.369048,0,1,0
3214.020563,0,0,1
14,0,0,0
1551.666667,0,0,0
334.5,0,0,0
3726.333333,0,1,0
2816.781781,0,0,0
667.1666667,0,1,0
1202.904762,0,0,0
0,0,0,0
1117.333333,0,0,0
211,0,0,0
705.4,0,0,0
5.333333333,0,0,0
525,0,0,0
635.3333333,0,0,0
1803.768849,0,1,1
2419.133333,0,0,0
952.2857143,0,0,1
249,0,1,0
271,0,1,0
650.6961927,0,0,0
481.6666667,0,0,0
258.5,0,0,0
510.5,0,0,1
600.75,0,0,0
2302.021242,0,0,1
1636.016667,0,0,0
519.75,0,0,0
0,0,0,0
673,0,0,0
173.5,0,1,0
156.5333333,0,0,0
574.5333333,0,0,0
548.3333333,0,0,0
6682.677557,0,0,0
1671.375,0,1,0
1390.166667,0,1,0
2503.881781,0,0,1
520.6666667,0,1,0
0,0,0,0
423.8166667,0,0,0
1114.916667,0,0,0
1678.905125,0,1,0
438.8666667,0,1,0
505.5833333,0,0,1
76,0,0,0
203.5,0,1,0
818.7916667,0,0,0
490,0,0,1
645.9166667,0,0,0
142,0,0,0
25,0,0,0
672.5,0,1,0
1090.490476,0,1,0
30,0,0,0
244.1666667,0,0,0
129.5,0,0,0
1734.780952,0,1,0
145,0,0,0
1106.333333,0,0,0
684.9166667,0,1,0
3120.211102,0,0,0
1178.666667,0,0,0
58,0,0,0
12983.78771,0,0,0
139,0,0,0
558,0,0,0
893.5111111,0,1,1
26.5,0,0,0
0,0,0,0
0,0,0,0
708.5333333,0,0,0
244,0,0,0
130,0,1,0
1282.5,0,0,0
1981.016667,0,1,1
186.5,0,1,0
119,0,1,0
1310.5,0,0,1
1111,0,0,0
1066.5,0,0,0
110.5,0,1,0
36,0,0,0
850.5333333,0,0,0
16,0,0,0
49,0,0,0
214.25,0,0,0
0,0,0,0
141.8333333,0,0,0
143.5,0,0,0
5818.916667,0,0,0
1461.666667,0,0,0
123,0,0,0
2049.458471,0,1,0
271.7166667,0,1,0
1279.166667,0,0,0
0,0,0,0
70.5,0,0,0
231.1818182,0,1,0
1567.966667,0,1,0
119.3333333,0,1,0
605.8857143,0,1,0
502.547619,0,0,1
808.7,0,1,0
58,0,0,0
494.5,0,1,0
203.15,0,0,0
1656.316667,0,1,0
1420.25,0,0,0
721,0,0,0
1433.916667,0,0,1
478.8333333,0,0,0
182,0,1,0
1974.352381,0,0,0
223.5833333,0,0,0
817.4166667,0,0,0
750.1666667,0,0,0
13,0,1,0
4699.277778,0,0,1
1030.266667,0,0,0
776.0190476,0,0,0
558,0,0,0
520.3333333,0,1,0
349.5,0,0,1
754.5,0,1,0
305,0,0,0
399.8511905,0,0,0
74,0,0,0
696.6666667,0,1,1
59,0,0,0
50,0,0,0
2756.215152,0,1,0
425.1666667,0,0,0
1781.69697,0,0,0
296.1666667,0,0,0
0,0,1,0
1792.8,0,0,0
0,0,0,0
515.5757576,0,1,0
1334.551371,0,1,0
64,0,0,0
624.5833333,0,1,0
1284.663492,0,0,0
316.5,0,1,1
925.8333333,0,0,0
97,0,0,0
28,0,0,0
633.4,0,0,0
436.5,0,1,0
3909.36829,0,0,0
24,0,0,0
915.1666667,0,0,0
137.3333333,0,1,0
95,0,0,0
0,0,0,0
778.1666667,0,0,0
1842.95,0,0,0
1206,0,0,0
324.5,0,0,0
1054.944444,0,1,0
402.1666667,0,0,0
388,0,1,1
0,0,0,0
352,0,0,0
194,0,0,0
751.8,0,0,0
465.5,0,0,0
585,0,0,0
253.5,0,1,1
46.5,0,0,0
3065.945238,0,1,1
2099.930554,0,0,0
30,0,1,0
52,0,1,0
158.5,0,0,0
0,0,0,0
250.5,0,1,0
3960.646154,0,0,0
280,0,0,0
281.547619,0,1,0
2004.5,0,1,0
967.210697,0,0,0
100,0,1,0
73.21428571,0,0,0
789.35,0,0,0
1281,0,0,0
1115.266667,0,0,0
0,0,0,0
341.2916667,0,1,0
3000.666667,0,0,0
1715.687897,0,0,0
607,0,0,0
31,0,0,0
1027.657143,0,0,0
0,0,0,0
196.5,0,0,0
2284.687302,0,0,0
1503.490909,0,0,0
0,0,0,0
271.3333333,0,0,0
97.33333333,0,1,0
161.3333333,0,0,0
67,0,0,0
1006.257576,0,0,0
869.9,0,0,1
479.8666667,0,0,0
229.5,0,0,0
0,0,1,0
606,0,0,0
881.4416667,0,0,0
0,0,1,0
371.6666667,0,0,0
0,0,0,0
2798.07381,0,0,0
12,0,1,0
1185.666667,0,0,0
60,0,0,0
6770.274267,0,0,0
337.25,0,0,0
323.9166667,0,0,1
1142.816919,0,0,0
0,0,0,0
148.5,0,1,0
207,0,0,0
11,0,0,0
53,0,1,0
354,0,0,0
277.1428571,0,1,0
411.625,0,0,0
392.1428571,0,0,0
3135.517677,0,0,0
1127.288305,0,0,0
954.4702381,0,1,0
3506.166667,0,1,0
370.3809524,0,0,0
50,0,0,0
139.25,0,0,0
270.5,0,0,0
321,0,0,0
0,0,0,0
64.75,0,0,0
26.5,0,1,0
927.2777778,0,0,0
141.1666667,0,0,0
7221,0,0,1
218.5,0,0,0
262.5,0,0,0
469.4166667,0,0,0
1240.916667,0,0,1
143.5,0,1,0
101,0,0,0
62.5,0,1,0
156,0,1,0
104,0,0,0
1349,0,0,0
331.25,0,1,0
301.5,0,1,0
157.5714286,0,0,0
0,0,1,0
224.9583333,0,0,0
1152.5,0,0,0
2292.679762,0,0,0
329,0,0,0
111.6666667,0,0,0
1074.428571,0,0,0
1080.047619,0,0,0
666.9464286,0,0,0
239,0,1,0
279.9,0,0,0
0,0,0,0
1674,0,0,0
15,0,1,0
480.9666667,0,0,0
62,0,0,0
1841.171429,0,1,0
37.5,0,1,0
131.3,0,0,0
92,0,0,0
78.33333333,0,0,0
114.6,0,0,0
671,0,1,0
624,0,0,0
448.75,0,0,0
35,0,0,0
79.5,0,1,0
189.5,0,0,0
2190.666667,0,0,0
0,0,1,0
0,0,0,0
672.5,0,0,0
2502.816667,0,0,0
1778.125214,0,0,0
49.5,0,0,0
261,0,0,0
663.5,0,0,1
284.9,0,0,0
236,0,0,0
576.0833333,0,1,1
77,0,1,0
0,0,0,0
79,0,0,0
4566.952839,0,0,0
8646,0,1,0
600.5,0,0,0
434.5,0,0,0
499.4,0,1,0
1694.797619,0,1,0
181.5,0,1,1
1306.151974,0,0,0
75,0,0,0
61,0,0,0
1165.333333,0,0,0
0,0,0,0
70.83333333,0,0,0
649.3071429,0,1,1
1647.152381,0,1,1
3135.442572,0,0,0
181.3333333,0,0,0
159,0,1,0
465.8333333,0,1,0
112,0,0,0
952.9666667,0,0,0
372.8333333,0,0,0
327,0,1,0
0,0,0,0
1057,0,0,0
12,0,0,0
36,0,1,0
2264.333333,0,1,0
866,0,0,0
97,0,0,0
701.5424242,0,0,0
979.0833333,0,0,1
324.7692308,0,0,0
1682.870247,0,0,1
210,0,0,0
332,0,0,0
1610.916667,0,1,0
1188.566667,0,0,0
98,0,0,0
1663.683333,0,0,0
930.3,0,1,0
1003,0,0,0
69,0,0,0
1199.725758,0,0,0
1524.058333,0,0,0
624,0,0,0
1229.766667,0,1,0
972.6,0,0,0
438.4333333,0,0,0
270,0,0,0
333,0,1,0
504.2333333,0,0,0
845.5,0,1,0
744.5,0,0,0
1129,0,0,0
358,0,0,0
832,0,0,0
36.5,0,0,0
157,0,0,0
71.33333333,0,0,0
227.5,0,1,0
1054.309524,0,0,0
308.1666667,0,0,0
229.25,0,0,0
225.8333333,0,1,0
326.5833333,0,0,0
3486.690476,0,1,0
863.3333333,0,1,0
67,0,0,0
1405.131241,0,1,0
1031.704762,0,1,1
917.0833333,0,1,0
573.6571429,0,0,0
94.5,0,0,0
238.1666667,0,0,0
164,0,0,0
750.5904762,0,0,0
1834.083333,0,0,0
606.8333333,0,0,0
509.1214286,0,1,1
19,0,0,0
5900.351378,0,0,0
0,0,0,0
0,0,0,0
449.3333333,0,0,0
200,0,1,0
946.1666667,0,0,0
0,0,0,0
514,0,0,0
64,0,0,0
210,0,0,0
1180.5,0,0,0
771.5,0,0,0
1096.75,0,0,0
381.6666667,0,0,0
1509.594444,0,0,0
69,0,0,0
0,0,0,0
103,0,0,0
36.5,0,0,0
226,0,0,0
1181.198413,0,0,0
1394.666667,0,0,0
326,0,0,0
459.8307692,0,1,0
162,0,1,0
0,0,0,0
0,0,0,0
2043.5,0,0,1
663.4666667,0,0,0
7669.250794,0,0,0
115.1666667,0,0,0
296.45,0,0,0
2633.869048,0,0,0
392,0,1,0
748.6666667,0,0,0
834.6666667,0,1,0
5,0,1,0
0,0,1,0
11,0,0,0
497.3333333,0,0,0
631.9896825,0,0,1
315.6,0,1,0
183.3333333,0,0,0
192.1666667,0,1,0
1296.6,0,0,1
17,0,0,0
698,0,0,0
1093.142857,0,0,0
2397.5,0,0,0
56,0,0,0
196.2,0,0,0
39.66666667,0,0,0
0,0,0,0
0,0,0,0
408.3333333,0,0,1
0,0,0,0
906.5666667,0,1,0
149,0,0,0
1224.75,0,0,1
0,0,0,0
1262,0,0,0
207,0,0,0
115.6666667,0,0,0
0,0,0,0
321.5,0,0,0
3552.702381,0,0,1
716.3571429,0,1,1
343,0,1,0
3763.166667,0,0,1
272.5,0,1,0
81,0,0,0
1883.827222,0,0,1
251.6666667,0,1,0
1413.333333,0,0,0
79.5,0,0,0
83,0,0,0
584.5,0,0,0
940.8333333,0,0,0
791.6666667,0,0,1
4346.541667,0,0,0
50.5,0,1,0
74,0,0,0
83,0,0,0
2593.741667,0,0,0
59,0,0,0
1518.761111,0,1,0
62,0,0,0
365.4,0,0,0
50.5,0,0,0
468,0,0,0
7533.272727,0,0,0
1059,0,0,0
52,0,0,0
892,0,1,0
430.5,0,0,0
132.6333333,0,0,0
0,0,0,0
0,0,0,0
363.3181818,0,0,0
73,0,0,0
612,0,1,0
595.0095238,0,0,0
495,0,1,1
49.5,0,0,0
1813.208333,0,1,0
218,0,1,0
102,0,0,0
1278.090909,0,1,0
25,0,0,0
996.5166667,0,0,0
69.5,0,0,0
1530.248485,0,0,0
2595.280952,0,0,0
471.5,0,0,0
923.6757353,0,0,0
153,0,1,0
3946.008333,0,1,1
648.4,0,1,0
56,0,1,0
0,0,0,0
263,0,0,0
193,0,1,0
38,0,0,0
116,0,0,0
1077.869048,0,0,0
266.3333333,0,0,0
17,0,0,0
67.5,0,1,0
499.6666667,0,0,0
286,0,0,0
112.7285714,0,0,0
1571,0,0,0
241,0,0,0
187,0,0,0
451,0,0,1
1741.483333,0,0,0
838.6833333,0,0,0
406,0,0,0
437.1875,0,1,0
898.5,0,0,0
215.75,0,0,0
266.5833333,0,0,0
546,0,0,1
2156,0,0,0
557.1666667,0,0,0
461.05,0,0,0
1473.333333,0,0,0
474.8333333,0,0,0
0,0,0,0
212,0,0,0
500,0,0,0
369,0,1,0
136.6666667,0,1,0
243.2,0,0,0
459,0,0,0
441.4666667,0,0,0
328,0,0,0
36,0,0,0
518.6666667,0,0,0
631.4583333,0,0,0
1849.833333,0,0,0
436,0,1,0
132,0,1,0
850.3333333,0,1,0
457.7957265,0,0,0
143,0,0,0
3224.819084,0,1,1
1038.845238,0,0,0
0,0,0,0
216,0,0,0
363.6666667,0,1,0
1314.25,0,0,0
146,0,0,0
228,0,0,0
0,0,0,0
419.75,0,0,0
270,0,0,0
395.2222222,0,1,0
9,0,0,0
945.0108696,0,0,0
90,0,0,0
936.8333333,0,1,1
8,0,0,0
447.5,0,0,0
416.4,0,1,0
1051.248276,0,1,0
1218,0,0,0
756.3333333,0,0,1
210,0,0,0
427.0833333,0,0,0
31,0,0,0
388,0,0,0
151.5,0,0,0
1387.606061,0,1,0
1418,0,0,0
437.2222222,0,1,0
411.5,0,0,0
142,0,0,0
474.6666667,0,0,1
1415.625,0,0,0
0,0,0,0
1448.752381,0,0,0
96.5,0,1,0
2777.666667,0,0,0
1436.5,0,1,1
224,0,1,0
3087,0,0,1
3424.583333,0,1,0
0,0,0,0
546,0,0,0
1418.5,0,1,0
423,0,0,1
651.4,0,0,0
249.5,0,0,0
337,0,0,0
0,0,1,0
1377.769697,0,0,1
223,0,0,0
66.83333333,0,0,0
957,0,0,0
135,0,0,0
1166.72619,0,1,1
4099.737392,0,1,1
31,0,1,0
205.9761905,0,0,0
1644,0,0,0
268,0,1,0
158.5,0,1,0
298,0,1,0
2905.943651,0,0,0
419,0,0,0
279,0,0,0
1286.688889,0,0,0
1616.083333,0,0,0
2755.67094,0,1,0
655.7833333,0,0,0
917.35,0,1,1
353,0,0,0
27,0,0,0
0,0,0,0
286,0,1,0
835.8333333,0,0,0
338.1272727,0,0,0
22,0,0,0
1572.571429,0,0,0
1321.059195,0,0,1
0,0,0,0
187,0,0,0
502.4583333,0,0,0
0,0,0,0
1424.928571,0,0,0
2448.784448,0,0,1
1480.666667,0,1,0
25.5,0,0,0
236,0,0,0
952.4345238,0,1,1
182,0,0,0
854.3333333,0,0,0
39,0,0,0
